Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
What is the product pitched to the customer with ID 200001?,What is the value in the ProductPitched column for the row where CustomerID equals 200001?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
customer_id = 200001
row = dataset[dataset[""CustomerID""] == customer_id]
product_pitched = row[""ProductPitched""].iloc[0]

return product_pitched
",string,Deluxe,Deluxe
What is the designation of the customer with ID 200002?,Can you retrieve the designation of the customer whose CustomerID is 200002?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
customer_id = 200002
designation = dataset[dataset[""CustomerID""] == customer_id][""Designation""].iloc[0]

return designation
",category,Executive,Executive
What is the marital status of the customer with ID 200003?,Can you retrieve the marital status for the customer whose CustomerID is 200003?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
customer_id = 200003
marital_status = db[db[""CustomerID""] == customer_id][""MaritalStatus""].iloc[0]

return marital_status
",string,Divorced,Divorced
What are the 3 most common occupations?,List the top 3 most frequent values present in the Occupation column.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
occupation_counts = db['Occupation'].value_counts()
top_3_occupations = occupation_counts.head(3).index.tolist()

return top_3_occupations
",list of string,"['Salaried', 'Small Business', 'Large Business']","['Salaried', 'Small Business', 'Large Business']"
What are the top 2 most common pitched products?,Can you return a list containing the two most frequent values present in the ProductPitched column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
product_pitched_counts = dataset['ProductPitched'].value_counts()
most_frequent_values = product_pitched_counts.head(2).index.tolist()

return most_frequent_values
",list of string,"['Basic', 'Deluxe']","['Basic', 'Deluxe']"
What are the 4 least common occupations?,Retrieve the four most frequent occupation values from the Occupation column.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
occupation_counts = db['Occupation'].value_counts()
most_frequent_occupations = occupation_counts.head(4).index.tolist()

return most_frequent_occupations
",list of string,"['Salaried', 'Small Business', 'Large Business', 'Free Lancer']","['Salaried', 'Small Business', 'Large Business', 'Free Lancer']"
What are the 2 least common pitched products?,Identify the two product categories listed in the ProductPitched column that occur least frequently in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
product_counts = dataset['ProductPitched'].value_counts()
least_frequent_products = product_counts.nsmallest(2).index.tolist()

return least_frequent_products
",list of string,"['King', 'Super Deluxe']","['Super Deluxe', 'King']"
What are the ages of the 3 oldest customers?,Retrieve the Age values corresponding to the three customers with the highest Age.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_three_customers = dataset.nlargest(3, 'Age')
ages = top_three_customers['Age'].tolist()

return ages
",list of float64,"[61.0, 61.0, 61.0]","[61, 61, 61]"
What are the ages of the 4 youngest customers?,Retrieve the Age values corresponding to the four customers with the smallest Age.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
smallest_age_customers = db.nlargest(4, 'Age')
ages = smallest_age_customers['Age'].tolist()

return ages
",list of float64,"[61.0, 61.0, 61.0, 61.0]","[18.0, 18.0, 18.0, 18.0]"
What are the top 2 highest monthly incomes of the customers?,Retrieve the two largest values from the MonthlyIncome column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
largest_incomes = dataset['MonthlyIncome'].nlargest(2).tolist()

return largest_incomes
",list of float64,"[98678.0, 95000.0]","[98678, 95000]"
What are the 4 most common duration of pitch?,Return the four most frequent values present in the DurationOfPitch column.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
duration_of_pitch_values = db[""DurationOfPitch""].value_counts().nlargest(4).index.tolist()

return duration_of_pitch_values
",list of (float64),"[9.0, 7.0, 8.0, 6.0]","[9.0, 7.0, 8.0, 6.0]"
Is there any entry posted on a weekend?,Are there any entries in the dataset where the weekday name is Saturday or Sunday?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
weekend_entries = dataset[dataset['weekday_name'].isin(['Saturday', 'Sunday'])]
has_weekend_entry = not weekend_entries.empty

return has_weekend_entry
",bool,True,True
Are there titles with more than 100 characters?,Is there any entry in the dataset where the length of the title exceeds 100 characters?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
title_lengths = dataset[""title_gx_text_length""]
exceeds_100 = (title_lengths > 100).any()

return exceeds_100
",bool,False,False
Do any entries have a negative sentiment according to the Cardiff NLP model?,Are there any rows where the title_gx_cardiff_nlp_sentiment column has a value indicating negative sentiment?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
negative_sentiment = dataset[dataset[""title_gx_cardiff_nlp_sentiment""] == ""Negative""]
if len(negative_sentiment) > 0:
return True
else:
return False
",bool,False,False
"Is the term 'linux' mentioned in the ""Clusters II"" column?","Does the ""Clusters II"" column contain the word 'linux'?","def answer_question(db, datasetTableSchema, question, expectedAnswerType):
clusters_ii_column = db[""Clusters II""]
contains_linux = clusters_ii_column.astype(str).str.contains('linux').any()

return contains_linux
",bool,True,True
How many entries were posted in the morning?,"What is the count of entries where the partofday attribute equals ""morning""?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
count = dataset[dataset[""partofday""] == ""morning""].shape[0]

return count
",int64,1516,1516
What's the highest score received by an entry?,What is the maximum value in the score column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_score = db[""score""].max()

return max_score
",uint16,6015,6015
"On average, how many descendants does an entry have?",What is the mean value of the descendants column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
mean_descendants = dataset[""descendants""].mean()

return mean_descendants
",float64,339.2486210000000,339.2486210000000
How many entries are in the Autumn season?,"What is the count of records where the season column has a value of ""Autumn""?","def answer_question(db, datasetTableSchema, question, expectedAnswerType):
autumn_count = db[db[""season""] == ""Autumn""].shape[0]

return autumn_count
",int64,2301,2301
Which day of the week has the most entries?,What is the most frequent value in the weekday_name column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
weekday_counts = dataset['weekday_name'].value_counts()
most_frequent_weekday = weekday_counts.idxmax()

return most_frequent_weekday
",string,Tuesday,Tuesday
What is the predominant language used in titles?,Which language appears most frequently in the title_gx_lang column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
language_counts = dataset['title_gx_lang'].value_counts()
most_frequent_language = language_counts.idxmax()

return most_frequent_language
",string,en,en
In which season was the entry with the highest score posted?,What is the value of the season column corresponding to the row with the maximum score?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_score_row = dataset.loc[dataset[""score""] == dataset[""score""].max()]
season_value = max_score_row[""season""].iloc[0]

return season_value
",category,Spring,Spring
On which part of the day are most entries posted?,What is the most frequent value in the partofday column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
most_frequent_partofday = dataset['partofday'].mode()[0]

return most_frequent_partofday
",category,afternoon,afternoon
"List the top 4 most frequent terms in the ""Clusters II"" column.",What are the four most common values present in the Clusters II column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
most_common_clusters = dataset['Clusters II'].value_counts().nlargest(4).index.tolist()

return most_common_clusters
",list of string,"['year, work, new', 'google, web, firefox, open', 'apple, linux, rust, iphone', 'facebook, twitter, die, account']","['year, work, new', 'google, web, firefox, open', 'apple, linux, rust, iphone', 'facebook, twitter, die, account']"
Name the 2 month names which appear less in the dataset.,Identify the two month names that occur with minimum frequency in the month_name column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
month_counts = dataset['month_name'].value_counts()
min_frequency = month_counts.min()
least_frequent_months = list(month_counts[month_counts == min_frequency].index)

return least_frequent_months
",list of string,['July'],"['December', 'July']"
Identify the top 3 weekdays based on entry frequency.,What are the three most frequent values present in the weekday_name column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
weekday_counts = dataset['weekday_name'].value_counts()
top_three_weekdays = weekday_counts.nlargest(3).index.tolist()

return top_three_weekdays
",list of string,"['Tuesday', 'Wednesday', 'Thursday']","['Tuesday', 'Wednesday', 'Thursday']"
