Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
What is the location of the incident with the highest number of onboard occupants?,,,,ERROR,near Ueno Village...
What are the top 3 most common causes of incidents?,,,,ERROR,"['Info-Unavailable', 'Result - Runway excursion', 'Result - Damaged on the ground']"
List the top 5 locations where the most incidents have occurred. If there are two or more with the same number order them alphabetically,What are the top 5 alphabetically ordered locations where the most incidents have occurred?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Group by Incident_Location and count the occurrences
    location_counts = dataset['Incident_Location'].value_counts()
    
    # Get the top 5 locations alphabetically ordered
    top_locations = location_counts.index[:5].tolist()
    
    return top_locations
",list of string,"['unknown', 'Havana-JosÃ© ...', 'Miami Intern...', 'Rio de Janei...', 'Beirut Inter...']","['Arnhem', 'Beirut International Airport (BEY)', 'Glasgow-Preswick Airport', 'Havana-JosÃ© MartÃ­ International Airport (HAV)', 'Miami International Airport, FL (MIA)']"
Name the 2 most frequently occurring aircraft operators in the dataset.,,,,ERROR,"['USAAF', 'USAF']"
What are the top 2 most common types of aircraft damage?,,,,ERROR,"['Damaged beyond repair', 'Substantial']"
What are the 5 highest numbers of onboard passengers in incidents?,,,,ERROR,"[509.0, 503.0, 497.0, 451.0, 440.0]"
List the 3 highest numbers of onboard crew in incidents.,,,,ERROR,"[32.0, 31.0, 29.0]"
Identify the 4 highest numbers of total onboard occupants in incidents.,What are the top 4 highest numbers of total onboard occupants in incidents?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'Onboard_Total' column and sort it in descending order
    sorted_onboard_totals = dataset['Onboard_Total'].sort_values(ascending=False)
    
    # Get the top 4 values from the sorted list
    top_four_onboard_totals = sorted_onboard_totals.head(4).tolist()
    
    return top_four_onboard_totals
",list of int64,"['Fatalities: 6 / Occupants: 20', 'Fatalities: 7 / Occupants: 36', 'Fatalities: 26 / Occupants: 34', 'Fatalities: 5 / Occupants: 25']","[524.0, 521.0, 517.0, 469.0]"
What are the 6 highest numbers of ground casualties in incidents?,Which are the six incidents with the highest number of ground casualties?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Sort the dataset by Ground_Casualties in descending order and select the top 6
    top_incidents = dataset.sort_values(by='Ground_Casualties', ascending=False).head(6)
    
    # Extract the 'Incident_Date' values from the top incidents
    result = list(top_incidents['Incident_Date'])
    
    return result
",list of int64,"['01-FEB-1963', '24-DEC-1966', '16-MAR-1969', '25-DEC-1976', '13-OCT-1976', '14-MAR-1979']","[1600, 900, 237, 107, 88, 87]"
"Are there any properties with a price over 1,000,000?",,,,ERROR,TRUE
Any property with more than 10 bedrooms?,,,,ERROR,TRUE
Are there properties with zero bathrooms?,Are there any properties listed that have zero bathrooms?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Check if there are any properties with zero bathrooms
    has_zero_bathrooms = dataset['BaÃ±os'].isin([0]).any()
    
    return has_zero_bathrooms
",bool,FALSE,FALSE
Has any property been listed for more than 100 days?,,,,ERROR,TRUE
What's the highest price in the dataset?,What is the maximum value found in the Precio column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_price = dataset[""Precio""].max()
    return max_price
",uint32,17000000,17000000
What's the total number of properties listed?,How many properties are listed in total?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    total_properties = len(dataset)
    
    return total_properties
",uint32,26026,26026
What's the longest duration a property has been listed?,,,,ERROR,2535
What's the largest surface listed?,,,,ERROR,5504
What's the most common type of property listed?,,,,ERROR,Piso
Which advertiser has listed the most properties?,,,,ERROR,housell
Which property has the highest price?,,,,ERROR,GM31-121816
Which property has the largest surface area?,,,,ERROR,IF5563-FINCA VALLE LOZOYA
What are the five types of properties more frequently listed?,Which types of properties are listed most frequently in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'Tipo' column from the dataframe
    property_types = db['Tipo']
    
    # Get the value counts of each type
    type_counts = property_types.value_counts()
    
    # Return the most common types as a list of strings
    return type_counts.index.tolist()
",list of string,"['Piso', 'Chalet', 'Apartamento', 'Chalet adosado', 'Chalet unifamiliar', 'DÃºplex', 'Chalet pareado', 'Ãtico', 'Estudio', 'Loft', 'Chalet rÃºstico']","['Piso', 'Chalet', 'Apartamento', 'Chalet adosado', 'Chalet unifamiliar']"
What are the 2 types of properties which are listed more frequently?,,,,ERROR,"['Piso', 'Chalet']"
What are the 2 most common localities for properties listed?,Which are the two most frequent localities for listed properties?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract locality column from the dataset
    localidades = dataset['Localidad']
    
    # Get value counts of each locality
    locality_counts = localidades.value_counts().head(2)
    
    # Convert to a list of strings
    result = locality_counts.index.tolist()
    
    return result
",list of string,"['Madrid Capital', 'TorrejÃ³n de Ardoz']","['Madrid Capital', 'TorrejÃ³n de Ardoz']"
What are the 2 most common districts for properties listed?,Which are the two most frequent districts for listed properties?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'Distrito' column from the dataset
    district_column = dataset['Distrito']
    
    # Get the value counts of each district and sort them in descending order
    district_value_counts = district_column.value_counts().index.tolist()
    
    # Return the top two districts
    return district_value_counts[:2]

# Example usage:
# answer = answer_question(real_dataset, schema, question, expectedAnswerType)
# print(answer)  # Output will be a list of two strings representing the most frequent districts
",list of string,"['Centro', 'Salamanca']","['Centro', 'Salamanca']"
What are the 5 highest property prices listed?,,,,ERROR,"[17000000.0, 13600000.0, 13250000.0, 13000000.0, 12000000.0]"
List the 3 longest durations properties have been listed.,Retrieve the top three highest duration properties listed.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the relevant column for sorting and get top three based on 'DuraciÃ³n'
    top_three_durations = dataset.nlargest(3, 'DuraciÃ³n')['DuraciÃ³n'].tolist()
    
    return top_three_durations
",list of uint16,"[2535, 2534, 2285]","[2535.0, 2534.0, 2285.0]"
Identify the 4 largest surfaces listed.,,,,ERROR,"[5504.0, 3957.0, 2974.0, 2927.0]"
What are the 6 highest numbers of bedrooms in properties listed?,,,,ERROR,"[20, 20, 20, 20, 20, 20]"
Are there more than 2000 customers with a monthly charge higher than $80?,Does the dataset contain more than 2000 customers who have a monthly charge exceeding $80?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset to only include rows where MonthlyCharges > 80
    high_charges_customers = db[db['MonthlyCharges'] > 80]
    
    # Check if the number of such customers is more than 2000
    answer = len(high_charges_customers) > 2000
    
    return answer
",bool,TRUE,TRUE
Do all customers have phone service?,,,,ERROR,TRUE
Are there any customers with no internet service?,Is there at least one customer who does not have any internet service?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Check if there is at least one customer who does not have any internet service
    no_internet_service = dataset[dataset['InternetService'] == 'No internet service']
    
    # Return True if there is at least one such customer, otherwise False
    return not no_internet_service.empty
",bool,FALSE,TRUE
Are there any customers who are senior citizens and have dependents?,Are there any customers who are senior citizens and have dependents?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset to find customers who are senior citizens and have dependents
    senior_citizens_withdependents = dataset[(dataset[""SeniorCitizen""] == 1) & (dataset[""Dependents""] == ""Yes"")]
    
    # Check if there are any such customers
    result = not senior_citizens_withdependents.empty
    
    return result
",bool,TRUE,TRUE
How many unique customers are there in the dataset?,What is the count of distinct customerID entries in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    unique_customer_ids = dataset['customerID'].nunique()
    
    return unique_customer_ids
",int64,7043,7043
