Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
What are the 2 numbers of reviews received by the 2 most reviewed properties?,What are the number of reviews received by the top 2 most reviewed properties based on the number_of_reviews column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_2_most_reviewed = dataset.nlargest(2, 'number_of_reviews')
    reviews = top_2_most_reviewed['number_of_reviews'].tolist()
    return reviews",list of (int64),"[870, 822]","[870, 822]"
What are the 5 numbers of guests accommodated by the properties that can accommodate the most guests?,What are the top 5 accommodates values for the properties that can accommodate the most guests in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_5_accommodates = dataset['accommodates'].value_counts().head(5).index.tolist()
    return top_5_accommodates",list of (int64),"[2, 4, 1, 3, 6]","[16, 16, 16, 16, 16]"
Is there a food item with 'Fruits' as its group?,Does any food item have 'Fruits' as its group classification?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_fruits_group = (dataset[""GROUP""] == ""Fruits"").any()
    return has_fruits_group",bool,True,True
Are there food items with 'Nuts' as their sub group?,Does the 'SUB GROUP' column contain 'Nuts' as a value in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    return 'Nuts' in dataset['SUB GROUP'].values",bool,True,True
Is there a food item with scientific name 'Tilia argentea'?,Does the dataset contain a food item where the scientific name is 'Tilia argentea'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    result = dataset[dataset[""SCIENTIFIC NAME""] == ""Tilia argentea""]
    return not result.empty",bool,True,True
Is 'Angelica' listed as a food name in the dataset?,Does the 'FOOD NAME' column contain the string 'Angelica'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    contains_angelica = dataset['FOOD NAME'].str.contains('Angelica').any()
    return contains_angelica",bool,True,True
How many food items are there in the dataset?,What is the total count of unique food items in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    unique_food_items = dataset[""FOOD NAME""].nunique()
    return unique_food_items",int64,906,906
How many unique food groups are there in the dataset?,What is the number of distinct categories in the GROUP column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_groups = dataset[""GROUP""].nunique()
    return distinct_groups",int64,24,24
How many unique sub groups are there in the dataset?,What is the number of distinct sub groups present in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_sub_groups = dataset[""SUB GROUP""].nunique()
    return distinct_sub_groups",int64,123,123
How many unique food items are there in the dataset?,What is the number of distinct food items in the FOOD NAME category?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_food_items = dataset[""FOOD NAME""].nunique()
    return distinct_food_items",int64,906,906
What is the group of the food named 'Kiwi'?,What is the group classification of the food item named 'Kiwi'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    kiwi_group = dataset.loc[dataset[""FOOD NAME""] == ""Kiwi"", ""GROUP""]
    return kiwi_group.iloc[0]",category,Fruits,Fruits
What is the sub group of the food with scientific name 'Tilia argentea'?,What is the sub group category of the food item with the scientific name 'Tilia argentea'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_group_category = dataset.loc[dataset[""SCIENTIFIC NAME""] == ""Tilia argentea"", ""SUB GROUP""].iloc[0]
    return sub_group_category",category,Herbs,Herbs
What is the scientific name of the food named 'Colorado pinyon'?,What is the scientific name associated with the food item named 'Colorado pinyon'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    scientific_name = dataset.loc[dataset[""FOOD NAME""] == ""Colorado pinyon"", ""SCIENTIFIC NAME""].iloc[0]
    return scientific_name",string,Pinus edulis,Pinus edulis
What is the food name of the item with scientific name 'Tilia argentea'?,What is the food name associated with the scientific name 'Tilia argentea' in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    food_name = dataset.loc[dataset[""SCIENTIFIC NAME""] == ""Tilia argentea"", ""FOOD NAME""].iloc[0]
    return food_name",string,Silver linden,Silver linden
What are the top 3 most common food groups?,What are the three most frequently occurring food groups in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    food_groups = dataset[""GROUP""].value_counts().index[:3].tolist()
    return food_groups",list of (string),"['Aquatic foods', 'Vegetables', 'Fruits']","['Aquatic foods', 'Vegetables', 'Fruits']"
What are the top 2 most common groups? If there are two that have the same number of appearances give preference alphabetically.,What are the top two most frequent groups in the dataset ordered by frequency and then alphabetically in case of a tie?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    group_counts = dataset[""GROUP""].value_counts()
    top_two_groups = group_counts.nlargest(2, keep='all')
    top_two_groups = top_two_groups.index.tolist()
    top_two_groups.sort()
    
    return top_two_groups",list of (string),"['Aquatic foods', 'Fruits', 'Vegetables']","['Aquatic foods', 'Fruits']"
What are the 5 least common food groups?,What are the five least frequently occurring food groups in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    food_groups = dataset[""GROUP""].value_counts()
    least_frequent_groups = food_groups.nsmallest(5).index.tolist()
    
    return least_frequent_groups",list of (string),"['Eggs', 'Baby foods', 'Unclassified', 'Herbs and spices', 'Teas']","['Teas', 'Eggs', 'Baby foods', 'Unclassified', 'Herbs and spices']"
What are the 5 most common sub groups?,What are the top 5 most frequent sub groups in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_group_counts = dataset[""SUB GROUP""].value_counts()
    top_5_sub_groups = sub_group_counts.nlargest(5).index.tolist()
    
    return top_5_sub_groups",list of (string),"['Fishes', 'Herbs', 'Berries', 'Tropical fruits', 'Nuts']","['Fishes', 'Herbs', 'Berries', 'Tropical fruits', 'Nuts']"
What are the lengths of the top 5 most common sub group names?,What are the lengths of the top 5 most frequent sub group names in the SUB GROUP category?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_group_counts = dataset[""SUB GROUP""].value_counts()
    top_5_sub_groups = sub_group_counts.nlargest(5)
    lengths = [len(sub_group) for sub_group in top_5_sub_groups.index]
    return lengths",list of (int64),"[6, 5, 7, 15, 4]","[6, 5, 7, 15, 4]"
What are the number of appearances of the 2 least common groups?,What are the counts of the two least frequent groups in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    group_counts = dataset[""GROUP""].value_counts()
    least_frequent_counts = group_counts.nsmallest(2).tolist()
    
    return least_frequent_counts",list of (int64),"[1, 1]","[1, 1]"
What are the number of appearances of the 3 most common groups?,What are the counts of the top 3 most frequent groups in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    group_counts = dataset[""GROUP""].value_counts()
    top_3_counts = group_counts.nlargest(3).tolist()
    
    return top_3_counts",list of (int64),"[166, 130, 130]","[166, 130, 130]"
What are the three most common group name lengths?,What are the lengths of the three most frequently occurring group names in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    group_counts = dataset[""GROUP""].value_counts()
    top_3_groups = group_counts.nlargest(3)
    group_lengths = [len(group) for group in top_3_groups.index]

    return group_lengths",list of (int64),"[13, 10, 6]","[6.0, 13.0, 10.0]"
Is there a customer with 'Large Business' as their occupation?,Does any customer have 'Large Business' as their occupation in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_large_business_occupation = dataset[""Occupation""].eq(""Large Business"").any()
    return has_large_business_occupation",bool,True,True
Are there customers with 'King' as their pitched product?,Does the ProductPitched column contain 'King' for any customer?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    answer = 'King' in dataset['ProductPitched'].values
    return answer",bool,True,True
Is there a customer with designation 'VP'?,Does the designation 'VP' exist in the Designation column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    designation_exists = 'VP' in dataset['Designation'].values
    
    return designation_exists",bool,True,True
Is 'Unmarried' listed as a marital status in the dataset?,Does 'Unmarried' exist as a value in the MaritalStatus column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    marital_status_values = dataset[""MaritalStatus""].unique()
    is_unmarried = ""Unmarried"" in marital_status_values

    return is_unmarried",bool,True,True
