Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
What is the least common resting electrocardiographic result?,Which value in the RestingECG column appears the fewest number of times?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    resting_ecg_counts = dataset[""RestingECG""].value_counts()
    min_count_value = resting_ecg_counts.idxmin()
    
    return min_count_value",string,ST,ST
What is the most common ST slope among patients with heart disease?,Which ST slope category appears most frequently in patients where HeartDisease is greater than 0?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    heart_disease_patients = dataset[dataset[""HeartDisease""] > 0]
    st_slope_counts = heart_disease_patients[""ST_Slope""].value_counts()
    most_frequent_slope = st_slope_counts.idxmax()
    
    return most_frequent_slope",string,Flat,Flat
What is the least common chest pain type among male patients?,Which chest pain type has the lowest frequency among male patients in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    male_patients = dataset[dataset[""Sex""] == ""M""]
    chest_pain_counts = male_patients[""ChestPainType""].value_counts()
    lowest_frequency_type = chest_pain_counts.idxmin()
    
    return lowest_frequency_type",string,TA,TA
What are the top 3 most common chest pain types?,Which three chest pain types appear most frequently in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    chest_pain_counts = dataset[""ChestPainType""].value_counts()
    top_three = chest_pain_counts.head(3).index.tolist()
    return top_three",list of string,"['ASY', 'NAP', 'ATA']","['ASY', 'NAP', 'ATA']"
Which 4 resting electrocardiographic results are least common?,What are the 4 least frequently occurring values in the RestingECG column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    resting_ecg_counts = dataset['RestingECG'].value_counts()
    least_frequent = resting_ecg_counts.nsmallest(4).index.tolist()
    return least_frequent",list of string,"['ST', 'LVH', 'Normal']","['ST', 'LVH', 'Normal']"
What are the 2 most common ST slopes among patients with heart disease?,Which two ST slope categories appear most frequently in records where heart disease is present?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    heart_disease_records = dataset[dataset['HeartDisease'] == 1]
    st_slope_counts = heart_disease_records['ST_Slope'].value_counts()
    top_two_categories = st_slope_counts.nlargest(2).index.tolist()
    
    return top_two_categories
",list of string,"['Flat', 'Up']","['Flat', 'Up']"
What are the 4 most common chest pain types among male patients?,Retrieve the top 4 most frequently occurring chest pain types for patients where sex is male.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    male_patients = dataset[dataset['Sex'] == 'M']
    top_chest_pain = male_patients['ChestPainType'].value_counts().head(4).index.tolist()
    return top_chest_pain
",list of string,"['ASY', 'NAP', 'ATA', 'TA']","['TA', 'ATA', 'NAP', 'ASY']"
What are the ages of the 5 oldest patients in the dataset?,Retrieve the age values of the 5 patients with the highest age in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_ages = dataset.nlargest(5, 'Age')['Age'].tolist()
    return top_ages
",list of (uint8),"[77, 77, 76, 76, 75]","[77, 77, 76, 76, 75]"
What are the 4 highest resting blood pressures?,Retrieve the top 4 highest values from the RestingBP column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_4_resting_bp = dataset.nlargest(4, 'RestingBP')['RestingBP'].tolist()
    return top_4_resting_bp
",list of (uint8),"[200, 200, 200, 200]","[200, 200, 200, 200]"
What are the 6 lowest cholesterol levels in the dataset?,Retrieve the 6 smallest values from the Cholesterol column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smallest_cholesterol = dataset.nsmallest(6, 'Cholesterol')['Cholesterol'].tolist()
    return smallest_cholesterol
",list of (uint16),"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
What are the 3 highest maximum heart rates among the patients?,Retrieve the top 3 maximum heart rate values from the MaxHR column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_3_max_hr = dataset.nlargest(3, 'MaxHR')['MaxHR'].tolist()
    return top_3_max_hr
",list of (uint8),"[202, 195, 194]","[202, 195, 194]"
Did the oldest roller coaster in the dataset still operate?,,,,ERROR,True
Is there a roller coaster in the dataset that operates at a speed more than 100 mph?,Does any roller coaster in the dataset have a speed_mph value greater than 100?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_high_speed = (dataset[""speed_mph""] > 100).any()
    return has_high_speed",bool,True,True
Are all roller coasters in the dataset designed by 'Werner Stengel' removed?,Is the Status of every roller coaster in the dataset with Designer 'Werner Stengel' set to 'removed'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    stengel_coasters = dataset[dataset['Designer'] == 'Werner Stengel']
    all_removed = (stengel_coasters['Status'] == 'removed').all()
    
    return all_removed
",bool,False,False
Does every roller coaster have a G-force value?,Is the G-force value present for all roller coasters in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_gforce = dataset[""Gforce_clean""].notna().all()
    return has_gforce
",bool,False,False
What is the maximum speed (in mph) for roller coasters in the dataset?,What is the highest value in the speed_mph column for all roller coasters in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_speed = dataset[""speed_mph""].max()
    return max_speed
",float64,149.1,149.1
How many roller coasters were introduced in the year 2000?,What is the count of roller coasters that have their year_introduced as 2000?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    count = len(dataset[dataset[""year_introduced""] == 2000])
    return count
",int64,47,47
What is the average G-force across all roller coasters in the dataset?,What is the mean value of the Gforce_clean column across all entries in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_gforce = dataset[""Gforce_clean""].mean()
    return mean_gforce
",float64,3.8240060000000000,3.8240060000000000
What is the total number of roller coasters designed by 'Edwin Madeupname' in the dataset?,How many roller coasters in the dataset have 'Edwin Madeupname' listed as the designer?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    count = len(dataset[dataset[""Designer""] == ""Edwin Madeupname""])
    return count
",int64,0,0
Which manufacturer has built the fastest roller coaster?,What is the name of the manufacturer that produced the roller coaster with the highest speed in miles per hour?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_speed_idx = dataset[""speed_mph""].idxmax()
    manufacturer = dataset.loc[max_speed_idx, ""Manufacturer""]
    return manufacturer
",string,Intamin,Intamin
What is the status of the roller coaster with the highest G-force?,What is the status value of the roller coaster that has the maximum G-force?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_gforce_coaster = dataset.loc[dataset[""Gforce_clean""] == dataset[""Gforce_clean""].max()]
    status = max_gforce_coaster[""Status""].values[0]
    
    return status
",category,Removed,Removed
What type of the roller coaster is the oldest in the dataset?,What is the type of the roller coaster that has the earliest opening date in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    earliest_opening = dataset.loc[dataset[""opening_date_clean""] == dataset[""opening_date_clean""].min()]
    coaster_type = earliest_opening[""Type""].iloc[0]
    
    return coaster_type",string,Wood,Wood
What is the location of the roller coaster with the highest number of inversions?,Where is the roller coaster that has the greatest number of inversions located?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_inversions = dataset[""Inversions""].max()
    roller_coaster = dataset.loc[dataset[""Inversions""] == max_inversions]
    location = roller_coaster[""Location""].iloc[0]
    
    return location
",string,Alton Towers,Alton Towers
What are the names of the top 3 fastest roller coasters?,Retrieve the names of the three roller coasters with the highest speed values.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_speed_coasters = dataset.nlargest(3, 'speed_mph')['coaster_name'].tolist()
    return top_speed_coasters
",list of string,"['Formula Rossa', 'Kingda Ka', 'Top Thrill Dragster']","[Formula Rossa, Kingda Ka, Top Thrill Dragster]"
Which 2 roller coasters have the highest number of inversions?,What are the names of the top 2 roller coasters with the most inversions?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_coasters = dataset.nlargest(2, 'Inversions_clean')
    coaster_names = top_coasters['coaster_name'].tolist()
    return coaster_names
",list of string,"['The Smiler', 'Colossus (Thorpe Park)']","[The Smiler, Colossus (Thorpe Park)]"
What are the locations of the top 5 roller coasters with the highest G-force?,Retrieve the locations of the top 5 roller coasters with the highest Gforce_clean values.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_5 = dataset.nlargest(5, 'Gforce_clean')
    locations = top_5['Location'].tolist()
    return locations
",list of string,"['Sea Lion Park', 'Fuji-Q Highland', 'Six Flags Over Texas', 'Nürburgring', ""Morey's Piers""]","[Sea Lion Park, Fuji-Q Highland, Six Flags Over Texas, Nürburgring, Morey's Piers]"
